resample,delta_fpr
"[(5031, 4971, 5091), (2147, 2087, 2207), (3884, 3824, 3944), (4724, 4664, 4784), (22, 0, 82), (2550, 2490, 2610), (5784, 5724, 5844), (376, 316, 436), (22, 0, 82), (4724, 4664, 4784), (5784, 5724, 5844), (376, 316, 436), (590, 530, 650)]",-0.0526742301458671
"[(22, 0, 82), (3884, 3824, 3944), (1860, 1800, 1920), (376, 316, 436), (5597, 5537, 5657), (5597, 5537, 5657), (5784, 5724, 5844), (4501, 4441, 4561), (5597, 5537, 5657), (2550, 2490, 2610), (1860, 1800, 1920), (3884, 3824, 3944), (2867, 2807, 2927)]",-0.04619124797406807
"[(5031, 4971, 5091), (2867, 2807, 2927), (590, 530, 650), (376, 316, 436), (22, 0, 82), (3884, 3824, 3944), (22, 0, 82), (4724, 4664, 4784), (590, 530, 650), (3884, 3824, 3944), (5031, 4971, 5091), (4724, 4664, 4784), (2550, 2490, 2610)]",-0.04963417045679257
"[(2867, 2807, 2927), (22, 0, 82), (2867, 2807, 2927), (22, 0, 82), (5597, 5537, 5657), (5031, 4971, 5091), (5784, 5724, 5844), (3884, 3824, 3944), (22, 0, 82), (5784, 5724, 5844), (3884, 3824, 3944), (5597, 5537, 5657), (2147, 2087, 2207)]",-0.03650057937427578
"[(2867, 2807, 2927), (4501, 4441, 4561), (2147, 2087, 2207), (5784, 5724, 5844), (2550, 2490, 2610), (4501, 4441, 4561), (2550, 2490, 2610), (2867, 2807, 2927), (5031, 4971, 5091), (2867, 2807, 2927), (3884, 3824, 3944), (5031, 4971, 5091), (2867, 2807, 2927)]",-0.04688715953307393
"[(2867, 2807, 2927), (2147, 2087, 2207), (3884, 3824, 3944), (1860, 1800, 1920), (1860, 1800, 1920), (5597, 5537, 5657), (22, 0, 82), (5031, 4971, 5091), (22, 0, 82), (5031, 4971, 5091), (376, 316, 436), (5784, 5724, 5844), (1860, 1800, 1920)]",-0.03808752025931929
"[(590, 530, 650), (4724, 4664, 4784), (22, 0, 82), (5031, 4971, 5091), (2147, 2087, 2207), (4724, 4664, 4784), (4724, 4664, 4784), (4724, 4664, 4784), (3884, 3824, 3944), (2550, 2490, 2610), (2867, 2807, 2927), (22, 0, 82), (5031, 4971, 5091)]",-0.04192208819458177
"[(5031, 4971, 5091), (5031, 4971, 5091), (5597, 5537, 5657), (22, 0, 82), (5031, 4971, 5091), (2867, 2807, 2927), (590, 530, 650), (4501, 4441, 4561), (2550, 2490, 2610), (4501, 4441, 4561), (1860, 1800, 1920), (1860, 1800, 1920), (5031, 4971, 5091)]",-0.041922088194581764
"[(1860, 1800, 1920), (2550, 2490, 2610), (3884, 3824, 3944), (5031, 4971, 5091), (22, 0, 82), (22, 0, 82), (2147, 2087, 2207), (590, 530, 650), (3884, 3824, 3944), (590, 530, 650), (5784, 5724, 5844), (5031, 4971, 5091), (22, 0, 82)]",-0.05161162744710303
"[(22, 0, 82), (2550, 2490, 2610), (3884, 3824, 3944), (5784, 5724, 5844), (5597, 5537, 5657), (2147, 2087, 2207), (5031, 4971, 5091), (3884, 3824, 3944), (590, 530, 650), (3884, 3824, 3944), (4501, 4441, 4561), (5597, 5537, 5657), (5031, 4971, 5091)]",-0.044773095623987035
"[(2867, 2807, 2927), (2550, 2490, 2610), (2867, 2807, 2927), (4501, 4441, 4561), (2147, 2087, 2207), (1860, 1800, 1920), (4724, 4664, 4784), (4724, 4664, 4784), (2147, 2087, 2207), (376, 316, 436), (1860, 1800, 1920), (4724, 4664, 4784), (376, 316, 436)]",-0.04669260700389106
"[(5597, 5537, 5657), (2867, 2807, 2927), (4724, 4664, 4784), (4501, 4441, 4561), (4501, 4441, 4561), (2867, 2807, 2927), (22, 0, 82), (5784, 5724, 5844), (3884, 3824, 3944), (1860, 1800, 1920), (5784, 5724, 5844), (3884, 3824, 3944), (590, 530, 650)]",-0.04294975688816856
"[(2147, 2087, 2207), (590, 530, 650), (5597, 5537, 5657), (1860, 1800, 1920), (4724, 4664, 4784), (3884, 3824, 3944), (590, 530, 650), (4501, 4441, 4561), (5597, 5537, 5657), (4724, 4664, 4784), (2550, 2490, 2610), (4501, 4441, 4561), (1860, 1800, 1920)]",-0.046423590356644756
"[(2147, 2087, 2207), (5031, 4971, 5091), (22, 0, 82), (590, 530, 650), (1860, 1800, 1920), (22, 0, 82), (5784, 5724, 5844), (22, 0, 82), (5784, 5724, 5844), (376, 316, 436), (376, 316, 436), (22, 0, 82), (1860, 1800, 1920)]",-0.050212437234453455
"[(2550, 2490, 2610), (22, 0, 82), (5597, 5537, 5657), (2147, 2087, 2207), (2147, 2087, 2207), (4501, 4441, 4561), (2147, 2087, 2207), (2550, 2490, 2610), (5031, 4971, 5091), (5784, 5724, 5844), (5597, 5537, 5657), (5031, 4971, 5091), (3884, 3824, 3944)]",-0.04706347636938897
"[(1860, 1800, 1920), (2550, 2490, 2610), (2867, 2807, 2927), (2147, 2087, 2207), (4501, 4441, 4561), (1860, 1800, 1920), (4724, 4664, 4784), (2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657), (2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657)]",-0.037373937116867706
"[(3884, 3824, 3944), (590, 530, 650), (2147, 2087, 2207), (22, 0, 82), (4501, 4441, 4561), (22, 0, 82), (2867, 2807, 2927), (1860, 1800, 1920), (376, 316, 436), (1860, 1800, 1920), (5597, 5537, 5657), (4724, 4664, 4784), (5031, 4971, 5091)]",-0.03642948444823178
"[(5597, 5537, 5657), (2867, 2807, 2927), (590, 530, 650), (2147, 2087, 2207), (22, 0, 82), (3884, 3824, 3944), (2550, 2490, 2610), (590, 530, 650), (2867, 2807, 2927), (2550, 2490, 2610), (2147, 2087, 2207), (376, 316, 436), (4724, 4664, 4784)]",-0.03464343598055105
"[(3884, 3824, 3944), (5784, 5724, 5844), (5031, 4971, 5091), (590, 530, 650), (1860, 1800, 1920), (3884, 3824, 3944), (2550, 2490, 2610), (5597, 5537, 5657), (5784, 5724, 5844), (1860, 1800, 1920), (3884, 3824, 3944), (376, 316, 436), (5597, 5537, 5657)]",-0.054194062562263404
"[(590, 530, 650), (376, 316, 436), (5784, 5724, 5844), (4724, 4664, 4784), (4724, 4664, 4784), (2147, 2087, 2207), (4724, 4664, 4784), (2147, 2087, 2207), (22, 0, 82), (3884, 3824, 3944), (590, 530, 650), (5031, 4971, 5091), (2867, 2807, 2927)]",-0.042747163695299836
"[(590, 530, 650), (22, 0, 82), (3884, 3824, 3944), (3884, 3824, 3944), (1860, 1800, 1920), (590, 530, 650), (5784, 5724, 5844), (1860, 1800, 1920), (5031, 4971, 5091), (4501, 4441, 4561), (5031, 4971, 5091), (5784, 5724, 5844), (2867, 2807, 2927)]",-0.04983191615582361
"[(2867, 2807, 2927), (2867, 2807, 2927), (590, 530, 650), (4724, 4664, 4784), (1860, 1800, 1920), (22, 0, 82), (2147, 2087, 2207), (2147, 2087, 2207), (22, 0, 82), (376, 316, 436), (2550, 2490, 2610), (5784, 5724, 5844), (2867, 2807, 2927)]",-0.042747163695299836
"[(1860, 1800, 1920), (1860, 1800, 1920), (4501, 4441, 4561), (22, 0, 82), (2550, 2490, 2610), (2867, 2807, 2927), (376, 316, 436), (5784, 5724, 5844), (590, 530, 650), (5597, 5537, 5657), (5784, 5724, 5844), (2867, 2807, 2927), (3884, 3824, 3944)]",-0.04382139148494289
"[(3884, 3824, 3944), (376, 316, 436), (3884, 3824, 3944), (2867, 2807, 2927), (4501, 4441, 4561), (5031, 4971, 5091), (22, 0, 82), (376, 316, 436), (4724, 4664, 4784), (4501, 4441, 4561), (5784, 5724, 5844), (590, 530, 650), (2550, 2490, 2610)]",-0.052128764278296984
"[(22, 0, 82), (5031, 4971, 5091), (3884, 3824, 3944), (5031, 4971, 5091), (376, 316, 436), (4501, 4441, 4561), (5784, 5724, 5844), (4501, 4441, 4561), (376, 316, 436), (5784, 5724, 5844), (5031, 4971, 5091), (5597, 5537, 5657), (4501, 4441, 4561)]",-0.05349555813055233
"[(590, 530, 650), (2147, 2087, 2207), (3884, 3824, 3944), (1860, 1800, 1920), (4501, 4441, 4561), (4501, 4441, 4561), (590, 530, 650), (22, 0, 82), (5597, 5537, 5657), (22, 0, 82), (376, 316, 436), (3884, 3824, 3944), (3884, 3824, 3944)]",-0.043504053786830144
"[(2867, 2807, 2927), (4724, 4664, 4784), (2147, 2087, 2207), (376, 316, 436), (4501, 4441, 4561), (5031, 4971, 5091), (4501, 4441, 4561), (590, 530, 650), (376, 316, 436), (5784, 5724, 5844), (2147, 2087, 2207), (3884, 3824, 3944), (376, 316, 436)]",-0.04552878726010617
"[(22, 0, 82), (22, 0, 82), (376, 316, 436), (5031, 4971, 5091), (2867, 2807, 2927), (376, 316, 436), (2147, 2087, 2207), (1860, 1800, 1920), (2147, 2087, 2207), (3884, 3824, 3944), (4724, 4664, 4784), (2147, 2087, 2207), (2867, 2807, 2927)]",-0.04508601937907851
"[(4501, 4441, 4561), (3884, 3824, 3944), (3884, 3824, 3944), (22, 0, 82), (5597, 5537, 5657), (2147, 2087, 2207), (2867, 2807, 2927), (5031, 4971, 5091), (22, 0, 82), (4501, 4441, 4561), (5784, 5724, 5844), (2550, 2490, 2610), (5784, 5724, 5844)]",-0.038290113452188
"[(22, 0, 82), (4724, 4664, 4784), (376, 316, 436), (376, 316, 436), (2550, 2490, 2610), (3884, 3824, 3944), (2147, 2087, 2207), (5784, 5724, 5844), (590, 530, 650), (2867, 2807, 2927), (376, 316, 436), (2550, 2490, 2610), (5784, 5724, 5844)]",-0.042747163695299836
"[(4501, 4441, 4561), (5784, 5724, 5844), (590, 530, 650), (2867, 2807, 2927), (5031, 4971, 5091), (4501, 4441, 4561), (22, 0, 82), (5597, 5537, 5657), (3884, 3824, 3944), (3884, 3824, 3944), (5784, 5724, 5844), (3884, 3824, 3944), (5597, 5537, 5657)]",-0.04192208819458177
"[(5597, 5537, 5657), (590, 530, 650), (2550, 2490, 2610), (4501, 4441, 4561), (2867, 2807, 2927), (4501, 4441, 4561), (590, 530, 650), (5597, 5537, 5657), (1860, 1800, 1920), (1860, 1800, 1920), (5784, 5724, 5844), (5784, 5724, 5844), (2147, 2087, 2207)]",-0.03666068938035465
"[(2147, 2087, 2207), (22, 0, 82), (5031, 4971, 5091), (22, 0, 82), (3884, 3824, 3944), (1860, 1800, 1920), (5597, 5537, 5657), (4724, 4664, 4784), (4501, 4441, 4561), (1860, 1800, 1920), (2147, 2087, 2207), (376, 316, 436), (2147, 2087, 2207)]",-0.04801458670988654
"[(3884, 3824, 3944), (22, 0, 82), (22, 0, 82), (2867, 2807, 2927), (590, 530, 650), (376, 316, 436), (2147, 2087, 2207), (4724, 4664, 4784), (4501, 4441, 4561), (590, 530, 650), (5784, 5724, 5844), (2867, 2807, 2927), (376, 316, 436)]",-0.042747163695299836
"[(2550, 2490, 2610), (2550, 2490, 2610), (5031, 4971, 5091), (22, 0, 82), (4724, 4664, 4784), (4501, 4441, 4561), (2867, 2807, 2927), (2867, 2807, 2927), (4724, 4664, 4784), (5784, 5724, 5844), (2147, 2087, 2207), (3884, 3824, 3944), (5597, 5537, 5657)]",-0.03925233644859813
"[(376, 316, 436), (3884, 3824, 3944), (2550, 2490, 2610), (5597, 5537, 5657), (2867, 2807, 2927), (5784, 5724, 5844), (4724, 4664, 4784), (376, 316, 436), (4501, 4441, 4561), (376, 316, 436), (376, 316, 436), (5031, 4971, 5091), (22, 0, 82)]",-0.047352024922118374
"[(376, 316, 436), (2147, 2087, 2207), (3884, 3824, 3944), (5031, 4971, 5091), (2867, 2807, 2927), (5031, 4971, 5091), (590, 530, 650), (5031, 4971, 5091), (5597, 5537, 5657), (1860, 1800, 1920), (2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657)]",-0.03464343598055106
"[(1860, 1800, 1920), (5031, 4971, 5091), (376, 316, 436), (2550, 2490, 2610), (3884, 3824, 3944), (5597, 5537, 5657), (2867, 2807, 2927), (590, 530, 650), (5597, 5537, 5657), (5784, 5724, 5844), (5031, 4971, 5091), (376, 316, 436), (1860, 1800, 1920)]",-0.04552878726010617
"[(5784, 5724, 5844), (3884, 3824, 3944), (2867, 2807, 2927), (22, 0, 82), (2147, 2087, 2207), (590, 530, 650), (4501, 4441, 4561), (3884, 3824, 3944), (5031, 4971, 5091), (5031, 4971, 5091), (4501, 4441, 4561), (5597, 5537, 5657), (2867, 2807, 2927)]",-0.03484602917341977
"[(5031, 4971, 5091), (4724, 4664, 4784), (2147, 2087, 2207), (2867, 2807, 2927), (5784, 5724, 5844), (4501, 4441, 4561), (5597, 5537, 5657), (2550, 2490, 2610), (590, 530, 650), (2550, 2490, 2610), (376, 316, 436), (376, 316, 436), (4501, 4441, 4561)]",-0.03830856185890726
"[(5031, 4971, 5091), (590, 530, 650), (3884, 3824, 3944), (2147, 2087, 2207), (2147, 2087, 2207), (376, 316, 436), (2867, 2807, 2927), (590, 530, 650), (2867, 2807, 2927), (5031, 4971, 5091), (3884, 3824, 3944), (5031, 4971, 5091), (5597, 5537, 5657)]",-0.035603112840466924
"[(2867, 2807, 2927), (22, 0, 82), (4724, 4664, 4784), (2550, 2490, 2610), (5031, 4971, 5091), (2867, 2807, 2927), (5597, 5537, 5657), (5784, 5724, 5844), (2147, 2087, 2207), (590, 530, 650), (5784, 5724, 5844), (1860, 1800, 1920), (2867, 2807, 2927)]",-0.035721703011422634
"[(2550, 2490, 2610), (22, 0, 82), (4501, 4441, 4561), (5597, 5537, 5657), (3884, 3824, 3944), (2867, 2807, 2927), (2550, 2490, 2610), (4724, 4664, 4784), (4724, 4664, 4784), (5597, 5537, 5657), (3884, 3824, 3944), (22, 0, 82), (3884, 3824, 3944)]",-0.04422556971803785
"[(2550, 2490, 2610), (5031, 4971, 5091), (2550, 2490, 2610), (2867, 2807, 2927), (376, 316, 436), (22, 0, 82), (4724, 4664, 4784), (3884, 3824, 3944), (5031, 4971, 5091), (376, 316, 436), (1860, 1800, 1920), (3884, 3824, 3944), (2147, 2087, 2207)]",-0.04619124797406807
"[(590, 530, 650), (590, 530, 650), (3884, 3824, 3944), (5031, 4971, 5091), (590, 530, 650), (590, 530, 650), (4724, 4664, 4784), (1860, 1800, 1920), (2147, 2087, 2207), (5031, 4971, 5091), (22, 0, 82), (2147, 2087, 2207), (5784, 5724, 5844)]",-0.05161162744710303
"[(4724, 4664, 4784), (2147, 2087, 2207), (5031, 4971, 5091), (3884, 3824, 3944), (2867, 2807, 2927), (3884, 3824, 3944), (4501, 4441, 4561), (2147, 2087, 2207), (2550, 2490, 2610), (5784, 5724, 5844), (2147, 2087, 2207), (22, 0, 82), (2147, 2087, 2207)]",-0.04639384116693679
"[(5597, 5537, 5657), (2867, 2807, 2927), (5031, 4971, 5091), (4501, 4441, 4561), (4724, 4664, 4784), (5031, 4971, 5091), (2867, 2807, 2927), (1860, 1800, 1920), (4501, 4441, 4561), (2867, 2807, 2927), (5784, 5724, 5844), (4501, 4441, 4561), (22, 0, 82)]",-0.04528376507810955
"[(5784, 5724, 5844), (2867, 2807, 2927), (590, 530, 650), (22, 0, 82), (5784, 5724, 5844), (2867, 2807, 2927), (1860, 1800, 1920), (2147, 2087, 2207), (5597, 5537, 5657), (5597, 5537, 5657), (2867, 2807, 2927), (5031, 4971, 5091), (590, 530, 650)]",-0.034012260233339926
"[(5784, 5724, 5844), (4501, 4441, 4561), (5784, 5724, 5844), (4724, 4664, 4784), (376, 316, 436), (2147, 2087, 2207), (590, 530, 650), (376, 316, 436), (5784, 5724, 5844), (1860, 1800, 1920), (5597, 5537, 5657), (2550, 2490, 2610), (1860, 1800, 1920)]",-0.047366271947733775
"[(5031, 4971, 5091), (4501, 4441, 4561), (5597, 5537, 5657), (5031, 4971, 5091), (2147, 2087, 2207), (22, 0, 82), (4724, 4664, 4784), (1860, 1800, 1920), (22, 0, 82), (5031, 4971, 5091), (376, 316, 436), (22, 0, 82), (5031, 4971, 5091)]",-0.046865730670357916
"[(4501, 4441, 4561), (376, 316, 436), (3884, 3824, 3944), (2147, 2087, 2207), (5784, 5724, 5844), (1860, 1800, 1920), (590, 530, 650), (590, 530, 650), (2147, 2087, 2207), (22, 0, 82), (3884, 3824, 3944), (1860, 1800, 1920), (22, 0, 82)]",-0.05141388174807199
"[(2550, 2490, 2610), (5784, 5724, 5844), (3884, 3824, 3944), (590, 530, 650), (5031, 4971, 5091), (2147, 2087, 2207), (2867, 2807, 2927), (590, 530, 650), (2867, 2807, 2927), (5784, 5724, 5844), (376, 316, 436), (376, 316, 436), (5597, 5537, 5657)]",-0.037362188648427934
"[(3884, 3824, 3944), (2867, 2807, 2927), (3884, 3824, 3944), (376, 316, 436), (5597, 5537, 5657), (1860, 1800, 1920), (2550, 2490, 2610), (4501, 4441, 4561), (2867, 2807, 2927), (3884, 3824, 3944), (2550, 2490, 2610), (5784, 5724, 5844), (1860, 1800, 1920)]",-0.04781829049611476
"[(3884, 3824, 3944), (2550, 2490, 2610), (376, 316, 436), (3884, 3824, 3944), (1860, 1800, 1920), (5031, 4971, 5091), (2550, 2490, 2610), (376, 316, 436), (5784, 5724, 5844), (2147, 2087, 2207), (2867, 2807, 2927), (5031, 4971, 5091), (5597, 5537, 5657)]",-0.04083299305839118
"[(5784, 5724, 5844), (2147, 2087, 2207), (3884, 3824, 3944), (5597, 5537, 5657), (4724, 4664, 4784), (5784, 5724, 5844), (590, 530, 650), (2550, 2490, 2610), (3884, 3824, 3944), (4501, 4441, 4561), (4501, 4441, 4561), (3884, 3824, 3944), (5784, 5724, 5844)]",-0.046423590356644756
"[(1860, 1800, 1920), (590, 530, 650), (3884, 3824, 3944), (4501, 4441, 4561), (5031, 4971, 5091), (2867, 2807, 2927), (590, 530, 650), (1860, 1800, 1920), (376, 316, 436), (4724, 4664, 4784), (4501, 4441, 4561), (2550, 2490, 2610), (1860, 1800, 1920)]",-0.0536953858717844
"[(22, 0, 82), (1860, 1800, 1920), (2550, 2490, 2610), (376, 316, 436), (4724, 4664, 4784), (5031, 4971, 5091), (22, 0, 82), (2147, 2087, 2207), (376, 316, 436), (1860, 1800, 1920), (22, 0, 82), (2550, 2490, 2610), (2550, 2490, 2610)]",-0.053495558130552345
"[(376, 316, 436), (3884, 3824, 3944), (1860, 1800, 1920), (3884, 3824, 3944), (4501, 4441, 4561), (376, 316, 436), (1860, 1800, 1920), (1860, 1800, 1920), (4501, 4441, 4561), (4501, 4441, 4561), (5784, 5724, 5844), (2867, 2807, 2927), (1860, 1800, 1920)]",-0.05322182094658811
"[(5031, 4971, 5091), (2867, 2807, 2927), (5031, 4971, 5091), (5597, 5537, 5657), (2867, 2807, 2927), (3884, 3824, 3944), (5031, 4971, 5091), (4501, 4441, 4561), (2147, 2087, 2207), (376, 316, 436), (4501, 4441, 4561), (376, 316, 436), (2867, 2807, 2927)]",-0.038910505836575876
"[(2867, 2807, 2927), (4724, 4664, 4784), (2550, 2490, 2610), (3884, 3824, 3944), (2147, 2087, 2207), (2550, 2490, 2610), (4724, 4664, 4784), (2550, 2490, 2610), (4501, 4441, 4561), (22, 0, 82), (5597, 5537, 5657), (4724, 4664, 4784), (590, 530, 650)]",-0.03484602917341977
"[(1860, 1800, 1920), (5597, 5537, 5657), (2147, 2087, 2207), (2550, 2490, 2610), (3884, 3824, 3944), (5031, 4971, 5091), (590, 530, 650), (1860, 1800, 1920), (5031, 4971, 5091), (5784, 5724, 5844), (22, 0, 82), (5031, 4971, 5091), (5031, 4971, 5091)]",-0.044773095623987035
"[(2867, 2807, 2927), (5031, 4971, 5091), (1860, 1800, 1920), (4501, 4441, 4561), (3884, 3824, 3944), (376, 316, 436), (3884, 3824, 3944), (1860, 1800, 1920), (4501, 4441, 4561), (590, 530, 650), (5784, 5724, 5844), (590, 530, 650), (5597, 5537, 5657)]",-0.04552878726010616
"[(5031, 4971, 5091), (376, 316, 436), (3884, 3824, 3944), (4724, 4664, 4784), (2550, 2490, 2610), (4501, 4441, 4561), (4724, 4664, 4784), (3884, 3824, 3944), (2867, 2807, 2927), (5784, 5724, 5844), (376, 316, 436), (3884, 3824, 3944), (22, 0, 82)]",-0.05429497568881686
"[(2147, 2087, 2207), (22, 0, 82), (5784, 5724, 5844), (2867, 2807, 2927), (2550, 2490, 2610), (1860, 1800, 1920), (4724, 4664, 4784), (376, 316, 436), (5784, 5724, 5844), (3884, 3824, 3944), (376, 316, 436), (376, 316, 436), (1860, 1800, 1920)]",-0.04619124797406807
"[(2867, 2807, 2927), (4724, 4664, 4784), (5597, 5537, 5657), (1860, 1800, 1920), (1860, 1800, 1920), (5597, 5537, 5657), (4501, 4441, 4561), (3884, 3824, 3944), (22, 0, 82), (5784, 5724, 5844), (5784, 5724, 5844), (2147, 2087, 2207), (22, 0, 82)]",-0.03829011345218801
"[(4501, 4441, 4561), (590, 530, 650), (1860, 1800, 1920), (376, 316, 436), (590, 530, 650), (2147, 2087, 2207), (2867, 2807, 2927), (376, 316, 436), (4501, 4441, 4561), (5031, 4971, 5091), (2867, 2807, 2927), (1860, 1800, 1920), (5784, 5724, 5844)]",-0.044431161585973294
"[(590, 530, 650), (2147, 2087, 2207), (5031, 4971, 5091), (376, 316, 436), (4501, 4441, 4561), (5784, 5724, 5844), (4724, 4664, 4784), (1860, 1800, 1920), (2867, 2807, 2927), (1860, 1800, 1920), (3884, 3824, 3944), (4724, 4664, 4784), (4501, 4441, 4561)]",-0.0466820180029307
"[(22, 0, 82), (2867, 2807, 2927), (376, 316, 436), (376, 316, 436), (3884, 3824, 3944), (590, 530, 650), (4724, 4664, 4784), (2147, 2087, 2207), (2147, 2087, 2207), (5597, 5537, 5657), (1860, 1800, 1920), (4724, 4664, 4784), (4724, 4664, 4784)]",-0.03464343598055105
"[(1860, 1800, 1920), (376, 316, 436), (5031, 4971, 5091), (5597, 5537, 5657), (2550, 2490, 2610), (22, 0, 82), (5597, 5537, 5657), (2867, 2807, 2927), (1860, 1800, 1920), (376, 316, 436), (5784, 5724, 5844), (590, 530, 650), (376, 316, 436)]",-0.042747163695299836
"[(4501, 4441, 4561), (5597, 5537, 5657), (5031, 4971, 5091), (2147, 2087, 2207), (5031, 4971, 5091), (3884, 3824, 3944), (22, 0, 82), (4501, 4441, 4561), (22, 0, 82), (376, 316, 436), (2147, 2087, 2207), (4501, 4441, 4561), (5784, 5724, 5844)]",-0.04686573067035792
"[(5031, 4971, 5091), (2147, 2087, 2207), (22, 0, 82), (2867, 2807, 2927), (3884, 3824, 3944), (4724, 4664, 4784), (2550, 2490, 2610), (2867, 2807, 2927), (1860, 1800, 1920), (22, 0, 82), (22, 0, 82), (22, 0, 82), (376, 316, 436)]",-0.04619124797406807
"[(4501, 4441, 4561), (376, 316, 436), (5597, 5537, 5657), (3884, 3824, 3944), (5784, 5724, 5844), (5784, 5724, 5844), (2550, 2490, 2610), (590, 530, 650), (5597, 5537, 5657), (590, 530, 650), (2147, 2087, 2207), (2550, 2490, 2610), (5597, 5537, 5657)]",-0.04622434747957761
"[(376, 316, 436), (590, 530, 650), (2147, 2087, 2207), (3884, 3824, 3944), (22, 0, 82), (376, 316, 436), (2867, 2807, 2927), (5784, 5724, 5844), (2147, 2087, 2207), (376, 316, 436), (1860, 1800, 1920), (5597, 5537, 5657), (2147, 2087, 2207)]",-0.03464343598055105
"[(1860, 1800, 1920), (2550, 2490, 2610), (4501, 4441, 4561), (2147, 2087, 2207), (3884, 3824, 3944), (590, 530, 650), (22, 0, 82), (5031, 4971, 5091), (22, 0, 82), (590, 530, 650), (590, 530, 650), (5597, 5537, 5657), (5784, 5724, 5844)]",-0.045898234683281414
"[(22, 0, 82), (1860, 1800, 1920), (5784, 5724, 5844), (2867, 2807, 2927), (590, 530, 650), (5784, 5724, 5844), (2867, 2807, 2927), (5031, 4971, 5091), (4724, 4664, 4784), (2867, 2807, 2927), (5597, 5537, 5657), (5597, 5537, 5657), (1860, 1800, 1920)]",-0.04192208819458177
"[(2147, 2087, 2207), (2147, 2087, 2207), (2550, 2490, 2610), (2867, 2807, 2927), (2147, 2087, 2207), (2147, 2087, 2207), (2550, 2490, 2610), (2550, 2490, 2610), (4501, 4441, 4561), (2147, 2087, 2207), (376, 316, 436), (2867, 2807, 2927), (376, 316, 436)]",-0.04459308807134893
"[(4501, 4441, 4561), (4724, 4664, 4784), (5031, 4971, 5091), (2550, 2490, 2610), (3884, 3824, 3944), (22, 0, 82), (5597, 5537, 5657), (2550, 2490, 2610), (2867, 2807, 2927), (4501, 4441, 4561), (376, 316, 436), (4501, 4441, 4561), (1860, 1800, 1920)]",-0.047352024922118374
"[(3884, 3824, 3944), (376, 316, 436), (5031, 4971, 5091), (590, 530, 650), (376, 316, 436), (2550, 2490, 2610), (2867, 2807, 2927), (1860, 1800, 1920), (22, 0, 82), (590, 530, 650), (2550, 2490, 2610), (3884, 3824, 3944), (5784, 5724, 5844)]",-0.050850891410048615
"[(5597, 5537, 5657), (4724, 4664, 4784), (2867, 2807, 2927), (2867, 2807, 2927), (3884, 3824, 3944), (2867, 2807, 2927), (4724, 4664, 4784), (376, 316, 436), (590, 530, 650), (4724, 4664, 4784), (4501, 4441, 4561), (4501, 4441, 4561), (590, 530, 650)]",-0.04338521400778211
"[(590, 530, 650), (22, 0, 82), (3884, 3824, 3944), (5597, 5537, 5657), (2147, 2087, 2207), (590, 530, 650), (3884, 3824, 3944), (3884, 3824, 3944), (1860, 1800, 1920), (22, 0, 82), (590, 530, 650), (4501, 4441, 4561), (590, 530, 650)]",-0.04268057164928543
